 Date,City,NH3,PM2,PM10,SO2,NOx,CO,O3,AQI,AQI_bucket
2021-08-18 00:00:00, Ghaziabad,27.06,60.93,220.41,14.09,16.86,0.69,44.99,180.0,Moderate
2021-08-19 00:00:00, Ghaziabad,29.51,76.98,206.57,8.25,17.06,1.02,27.39,171.0,Moderate
2021-08-20 00:00:00, Ghaziabad,24.47,29.99,71.84,3.63,10.77,0.6,34.95,72.0,Satisfactory
2021-08-21 00:00:00, Ghaziabad,31.65,23.21,43.97,3.78,13.39,0.59,61.51,62.0,Satisfactory
2021-08-22 00:00:00, Ghaziabad,21.21,39.43,79.66,3.73,13.28,0.36,22.05,80.0,Satisfactory
2021-08-23 00:00:00, Ghaziabad,20.05,48.06,110.59,3.54,21.46,0.67,17.46,107.0,Moderate
2021-08-24 00:00:00, Ghaziabad,22.04,75.27,168.8,3.8,28.59,1.13,23.96,151.0,Moderate
2021-08-25 00:00:00, Ghaziabad,28.09,32.16,140.42,3.47,19.57,0.53,14.71,127.0,Moderate
2021-08-26 00:00:00, Ghaziabad,22.46,27.26,175.58,4.11,20.89,0.47,18.42,150.0,Moderate
2021-08-27 00:00:00, Ghaziabad,18.69,37.94,211.34,4.64,14.54,0.58,12.29,174.0,Moderate
2021-08-28 00:00:00, Ghaziabad,31.87,46.62,162.9,7.21,14.57,0.45,22.22,142.0,Moderate
2021-08-29 00:00:00, Ghaziabad,24.61,57.98,145.84,4.24,7.22,0.49,16.06,131.0,Moderate
2021-08-30 00:00:00, Ghaziabad,25.03,20.28,55.93,2.44,4.32,0.36,17.07,56.0,Satisfactory
2021-08-31 00:00:00, Ghaziabad,23.13,17.75,40.27,7.1,8.16,0.24,10.94,40.0,Good
2021-01-09 00:00:00, Ghaziabad,18.95,17.44,41.48,9.95,14.55,0.51,7.64,41.0,Good
2021-02-09 00:00:00, Ghaziabad,15.5,27.43,68.01,7.34,23.86,0.83,6.06,68.0,Satisfactory
2021-03-09 00:00:00, Ghaziabad,15.13,29.33,72.66,2.86,16.84,0.82,28.93,73.0,Satisfactory
2021-04-09 00:00:00, Ghaziabad,18.97,36.85,82.49,10.52,23.37,0.5,7.92,82.0,Satisfactory
2021-05-09 00:00:00, Ghaziabad,18.45,54.34,122.65,4.65,18.33,0.85,8.77,115.0,Moderate
2021-06-09 00:00:00, Ghaziabad,26.49,76.88,176.85,6.92,37.72,1.6,65.48,156.0,Moderate
2021-07-09 00:00:00, Ghaziabad,23.92,43.97,93.99,7.28,13.98,0.35,14.52,94.0,Satisfactory
2021-08-09 00:00:00, Ghaziabad,21.52,20.54,70.76,11.36,14.92,0.38,5.92,71.0,Satisfactory
2021-09-09 00:00:00, Ghaziabad,21.38,26.95,75.66,13.46,11.73,0.59,10.01,76.0,Satisfactory
2021-10-09 00:00:00, Ghaziabad,16.41,32.18,66.31,7.15,11.27,0.45,11.2,66.0,Satisfactory
2021-11-09 00:00:00, Ghaziabad,17.41,19.72,33.72,7.12,13.36,0.36,19.69,34.0,Good
2021-12-09 00:00:00, Ghaziabad,16.35,32.33,77.07,8.26,24.71,0.58,9.0,77.0,Satisfactory
2021-09-13 00:00:00, Ghaziabad,15.57,40.05,90.28,16.06,22.01,0.7,20.42,90.0,Satisfactory
2021-09-14 00:00:00, Ghaziabad,21.73,24.02,82.43,38.41,26.38,0.73,6.1,82.0,Satisfactory
2021-09-15 00:00:00, Ghaziabad,18.86,16.52,82.12,11.61,22.89,0.46,10.19,82.0,Satisfactory
2021-09-16 00:00:00, Ghaziabad,16.35,24.21,71.04,16.84,35.88,1.02,27.85,71.0,Satisfactory
2021-09-17 00:00:00, Ghaziabad,21.63,17.84,57.02,5.98,15.48,0.58,6.66,57.0,Satisfactory
2021-09-18 00:00:00, Ghaziabad,20.53,27.42,78.35,8.86,14.38,0.35,12.12,78.0,Satisfactory
2021-09-19 00:00:00, Ghaziabad,16.2,29.65,77.52,5.29,9.29,0.4,8.99,78.0,Satisfactory
2021-09-20 00:00:00, Ghaziabad,20.32,27.25,87.72,8.97,19.86,0.54,11.69,88.0,Satisfactory
2021-09-21 00:00:00, Ghaziabad,19.79,27.84,78.19,6.67,13.39,0.49,11.55,78.0,Satisfactory
2021-09-22 00:00:00, Ghaziabad,20.74,26.28,65.94,9.26,17.63,0.6,9.92,66.0,Satisfactory
2021-09-23 00:00:00, Ghaziabad,19.41,23.38,72.29,11.68,18.28,0.53,12.16,72.0,Satisfactory
2021-09-24 00:00:00, Ghaziabad,17.06,30.06,80.04,8.67,26.42,1.2916074313408725,32.85631493506493,80.0,Satisfactory
2021-09-25 00:00:00, Ghaziabad,16.05,30.49,74.47,11.39,13.6,0.61,9.16,74.0,Satisfactory
2021-09-26 00:00:00, Ghaziabad,15.24,34.9,85.29,13.04,12.92,0.47,10.2,85.0,Satisfactory
2021-09-27 00:00:00, Ghaziabad,17.62,57.53,133.51,15.87,19.8,0.6,8.45,122.0,Moderate
2021-09-28 00:00:00, Ghaziabad,17.56,50.32,123.88,28.31,16.16,0.76,7.41,116.0,Moderate
2021-09-29 00:00:00, Ghaziabad,20.15,28.28,101.85,13.23,14.97,0.66,7.61,101.0,Moderate
2021-09-30 00:00:00, Ghaziabad,20.66,36.01,107.0,7.97,17.3,0.49,14.73,105.0,Moderate
2021-01-10 00:00:00, Ghaziabad,35.79754271765663,64.25,169.07,11.36,21.06,1.1,12.27,146.0,Moderate
2021-02-10 00:00:00, Ghaziabad,35.79754271765663,73.15,167.3,38.45,12.75,1.26,52.12,145.0,Moderate
2021-03-10 00:00:00, Ghaziabad,33.36,42.66,125.21,16.32,25.94,0.62,98.93,117.0,Moderate
2021-04-10 00:00:00, Ghaziabad,21.75,36.1,145.98,14.55,36.36,0.81,21.8,131.0,Moderate
2021-05-10 00:00:00, Ghaziabad,22.92,52.98,150.44,16.97,25.49,0.47,21.07,134.0,Moderate
2021-06-10 00:00:00, Ghaziabad,25.65,77.19,178.15,21.02,20.4,0.66,30.02,157.0,Moderate
2021-07-10 00:00:00, Ghaziabad,23.19,69.79,190.95,25.59,20.47,0.5,29.64,161.0,Moderate
2021-08-10 00:00:00, Ghaziabad,20.87,86.2,251.44,39.01,37.57,0.82,43.93,201.0,Poor
2021-09-10 00:00:00, Ghaziabad,25.24,98.71,274.21,27.99,40.11,1.33,76.55,229.0,Poor
2021-10-10 00:00:00, Ghaziabad,29.74,89.5,272.24,46.98,64.53,1.5,68.43,222.0,Poor
2021-11-10 00:00:00, Ghaziabad,29.71,72.4,212.73,31.26,64.93,2.29,77.66,175.0,Moderate
2021-12-10 00:00:00, Ghaziabad,26.68,76.22,230.61,56.8,42.78,1.21,83.96,187.0,Moderate
2021-10-13 00:00:00, Ghaziabad,25.52,116.21,306.65,69.62,26.34,0.85,46.33,287.0,Poor
2021-10-14 00:00:00, Ghaziabad,22.11,90.13,261.74,30.34,31.99,0.64,31.47,212.0,Poor
2021-10-15 00:00:00, Ghaziabad,22.91,107.33,264.12,21.57,42.87,0.71,25.47,258.0,Poor
2021-10-16 00:00:00, Ghaziabad,45.47,240.99,442.56,35.5,55.86,1.98,103.67,416.0,Severe
2021-10-17 00:00:00, Ghaziabad,50.71,267.8,435.6,58.01,46.87,2.25,25.19,414.0,Severe
2021-10-18 00:00:00, Ghaziabad,29.02,45.5,77.15,11.51,45.37,1.2916074313408725,32.85631493506493,77.0,Satisfactory
2021-10-19 00:00:00, Ghaziabad,26.2,66.93,140.59,12.06,30.39,0.94,44.12,127.0,Moderate
2021-10-20 00:00:00, Ghaziabad,23.48,125.03,276.05,11.29,60.84,1.55,5.15,304.0,Very Poor
2021-10-21 00:00:00, Ghaziabad,21.16,82.55,275.0,11.37,69.59,1.46,6.9,225.0,Poor
2021-10-22 00:00:00, Ghaziabad,28.63,69.49,258.2,12.85,55.88,1.41,7.36,208.0,Poor
2021-10-23 00:00:00, Ghaziabad,28.34,81.69,222.38,14.54,36.23,1.49,13.32,182.0,Moderate
2021-10-24 00:00:00, Ghaziabad,30.78,77.1,175.67,11.14,19.28,1.2,15.05,157.0,Moderate
2021-10-25 00:00:00, Ghaziabad,23.69,71.0,173.52,22.79,42.1,1.2916074313408725,32.85631493506493,149.0,Moderate
2021-10-26 00:00:00, Ghaziabad,22.31,82.82,206.1,10.61,46.24,1.18,21.19,176.0,Moderate
2021-10-27 00:00:00, Ghaziabad,22.08,141.31,318.75,21.21,52.43,1.81,28.2,316.0,Very Poor
2021-10-28 00:00:00, Ghaziabad,25.76,139.78,300.11,12.84,68.46,1.5,15.87,315.0,Very Poor
2021-10-29 00:00:00, Ghaziabad,29.86,181.03,358.61,14.63,89.88,3.03,22.71,347.0,Very Poor
2021-10-30 00:00:00, Ghaziabad,33.82,136.55,290.86,7.1,58.31,2.14,10.73,313.0,Very Poor
2021-10-31 00:00:00, Ghaziabad,44.8,171.07,373.9,6.85,74.85,1.94,11.57,339.0,Very Poor
2021-01-11 00:00:00, Ghaziabad,34.17,159.4,363.23,11.57,74.53,3.07,11.15,330.0,Very Poor
2021-02-11 00:00:00, Ghaziabad,28.88,145.71,303.92,14.05,36.17,1.43,10.83,320.0,Very Poor
2021-03-11 00:00:00, Ghaziabad,39.52,180.19,380.98,16.02,78.05,1.82,7.71,346.0,Very Poor
2021-04-11 00:00:00, Ghaziabad,56.58,315.04,528.73,22.85,71.75,3.56,12.43,523.0,Severe
2021-05-11 00:00:00, Ghaziabad,45.86,439.07,661.73,28.67,84.92,3.67,24.63,690.0,Severe
2021-06-11 00:00:00, Ghaziabad,36.82,358.55,511.4,18.18,52.72,2.78,1.62,502.0,Severe
2021-07-11 00:00:00, Ghaziabad,36.1,331.45,500.78,19.26,65.07,2.69,8.43,488.0,Severe
2021-08-11 00:00:00, Ghaziabad,33.73,330.99,508.81,22.83,71.96,2.75,9.5,499.0,Severe
2021-09-11 00:00:00, Ghaziabad,36.1,351.35,549.05,37.06,104.87,2.88,8.83,549.0,Severe
2021-10-11 00:00:00, Ghaziabad,35.88,298.88,528.82,21.16,136.73,3.43,24.06,524.0,Severe
2021-11-11 00:00:00, Ghaziabad,44.74,386.04,615.88,16.73,163.74,6.54,19.14,632.0,Severe
2021-12-11 00:00:00, Ghaziabad,46.68,499.55,725.57,32.78,137.46,4.68,55.67,769.0,Severe
2021-11-13 00:00:00, Ghaziabad,38.53,348.24,546.09,26.19,143.0,4.83,21.84,545.0,Severe
2021-11-14 00:00:00, Ghaziabad,35.8,187.07,336.83,25.31,141.59,4.01,20.25,352.0,Very Poor
2021-11-15 00:00:00, Ghaziabad,40.28,179.55,318.15,28.01,151.57,5.98,67.58,346.0,Very Poor
2021-11-16 00:00:00, Ghaziabad,39.73,200.74,346.49,36.63,96.35,2.6,19.22,362.0,Very Poor
2021-11-17 00:00:00, Ghaziabad,38.94,218.09,422.6,16.85,150.48,4.29,70.17,391.0,Very Poor
2021-11-18 00:00:00, Ghaziabad,35.95,195.55,454.59,39.15,137.28,7.43,103.5,431.0,Severe
2021-11-19 00:00:00, Ghaziabad,17.64,167.32,402.34,58.42,31.1,3.42,70.7,365.0,Very Poor
2021-11-20 00:00:00, Ghaziabad,25.28,181.06,419.27,47.46,94.72,3.06,56.82,387.0,Very Poor
2021-11-21 00:00:00, Ghaziabad,29.36,160.82,310.15,53.23,62.62,2.32,66.67,331.0,Very Poor
2021-11-22 00:00:00, Ghaziabad,22.29,107.26,255.45,18.71,32.33,1.38,22.24,258.0,Poor
2021-11-23 00:00:00, Ghaziabad,22.36,125.91,289.46,15.41,107.99,1.02,19.67,305.0,Very Poor
2021-11-24 00:00:00, Ghaziabad,24.05,207.41,444.24,42.12,140.25,8.1,121.43,418.0,Severe
2021-11-25 00:00:00, Ghaziabad,39.85,182.09,361.52,14.85,105.59,2.39,15.12,348.0,Very Poor
2021-11-26 00:00:00, Ghaziabad,43.99,231.84,435.94,23.26,161.99,5.71,92.31,407.0,Severe
2021-11-27 00:00:00, Ghaziabad,56.56,199.61,358.44,10.6,109.43,5.91,40.66,361.0,Very Poor
2021-11-28 00:00:00, Ghaziabad,43.59,193.17,352.2,29.78,77.51,2.33,64.18,356.0,Very Poor
2021-11-29 00:00:00, Ghaziabad,46.99,177.46,320.6,23.73,86.73,2.67,33.28,344.0,Very Poor
2021-11-30 00:00:00, Ghaziabad,33.32,137.14,282.4,23.63,84.27,1.57,53.44,313.0,Very Poor
2021-01-12 00:00:00, Ghaziabad,40.4,216.02,398.88,28.5,108.46,4.28,118.49,374.0,Very Poor
2021-02-12 00:00:00, Ghaziabad,47.07,163.73,276.52,25.06,64.59,2.43,30.72,334.0,Very Poor
2021-03-12 00:00:00, Ghaziabad,57.23,187.85,320.88,13.73,52.8,1.83,55.95,352.0,Very Poor
2021-04-12 00:00:00, Ghaziabad,46.39,140.03,267.56,8.26,68.31,4.72,81.9,315.0,Very Poor
2021-05-12 00:00:00, Ghaziabad,57.84,143.82,293.76,14.98,113.17,5.47,89.67,318.0,Very Poor
2021-06-12 00:00:00, Ghaziabad,57.88,134.86,239.64,44.21,57.64,2.44,41.2,311.0,Very Poor
2021-07-12 00:00:00, Ghaziabad,39.6,91.91,191.62,39.03,52.61,1.41,56.89,206.0,Poor
2021-08-12 00:00:00, Ghaziabad,38.49,80.8,183.82,18.03,59.73,1.23,21.46,169.0,Moderate
2021-09-12 00:00:00, Ghaziabad,43.12,157.09,311.72,21.49,104.49,2.5,29.35,329.0,Very Poor
2021-10-12 00:00:00, Ghaziabad,41.49,114.65,232.95,24.68,76.0,1.48,31.49,282.0,Poor
2021-11-12 00:00:00, Ghaziabad,36.29,99.7,216.61,26.7,80.12,1.42,22.59,232.0,Poor
2021-12-12 00:00:00, Ghaziabad,36.74,138.54,288.92,39.1,114.43,2.05,36.16,314.0,Very Poor
2021-12-13 00:00:00, Ghaziabad,45.06,176.35,331.36,21.03,165.39,5.0,72.23,343.0,Very Poor
2021-12-14 00:00:00, Ghaziabad,48.63,190.17,348.98,11.79,129.15,2.48,16.44,354.0,Very Poor
2021-12-15 00:00:00, Ghaziabad,48.48,120.01,225.12,3.52,50.46,1.26,15.91,300.0,Poor
2021-12-16 00:00:00, Ghaziabad,39.35,128.76,230.09,26.58,37.43,1.56,49.56,307.0,Very Poor
2021-12-17 00:00:00, Ghaziabad,18.37,89.16,171.89,62.96,12.97,1.54,27.01,197.0,Moderate
2021-12-18 00:00:00, Ghaziabad,41.4,116.57,206.44,28.38,27.94,1.71,26.51,289.0,Poor
2021-12-19 00:00:00, Ghaziabad,40.54,130.2,229.43,40.7,40.23,1.13,18.65,308.0,Very Poor
2021-12-20 00:00:00, Ghaziabad,44.42,214.29,347.49,32.42,112.29,1.62,12.77,373.0,Very Poor
2021-12-21 00:00:00, Ghaziabad,57.01,274.44,453.48,27.94,136.84,3.08,128.59,429.0,Severe
2021-12-22 00:00:00, Ghaziabad,63.9,242.86,414.14,32.61,103.0,2.6,98.32,395.0,Very Poor
2021-12-23 00:00:00, Ghaziabad,65.86,244.91,427.22,27.96,120.32,5.55,46.34,397.0,Very Poor
2021-12-24 00:00:00, Ghaziabad,73.11,175.28,328.59,11.53,109.01,2.6,12.15,343.0,Very Poor
2021-12-25 00:00:00, Ghaziabad,78.11,212.28,410.09,12.56,155.22,4.36,38.84,375.0,Very Poor
2021-12-26 00:00:00, Ghaziabad,33.55,215.77,392.49,8.16,79.27,6.4,37.73,374.0,Very Poor
2021-12-27 00:00:00, Ghaziabad,26.31,88.49,180.77,18.72,44.42,0.91,17.04,195.0,Moderate
2021-12-28 00:00:00, Ghaziabad,51.29,110.34,200.3,14.76,61.51,1.23,51.31,268.0,Poor
2021-12-29 00:00:00, Ghaziabad,56.17,120.81,226.32,23.97,93.8,2.91,38.13,301.0,Very Poor
2021-12-30 00:00:00, Ghaziabad,50.11,134.9,262.73,15.96,66.79,1.57,31.33,311.0,Very Poor
2021-12-31 00:00:00, Ghaziabad,49.22,115.94,220.3,13.22,73.37,1.2916074313408725,2.32,286.0,Poor
2022-01-01 00:00:00, Ghaziabad,62.87,173.85,318.02,13.14,113.69,0.0,28.95,341.0,Very Poor
2022-02-01 00:00:00, Ghaziabad,63.08,189.51,327.03,20.84,108.68,0.4,7.97,353.0,Very Poor
2022-03-01 00:00:00, Ghaziabad,57.64,169.02,309.8,13.28,113.12,0.05,6.94,338.0,Very Poor
2022-04-01 00:00:00, Ghaziabad,61.29,168.1,327.83,15.95,132.84,0.0,21.9,337.0,Very Poor
2022-05-01 00:00:00, Ghaziabad,71.5,191.11,308.85,6.44,60.63,0.48,64.36,355.0,Very Poor
2022-06-01 00:00:00, Ghaziabad,51.15,53.98,111.06,7.1,23.89,0.03,28.98,107.0,Moderate
2022-07-01 00:00:00, Ghaziabad,46.87,36.08,93.34,3.11,13.03,0.0,9.03,93.0,Satisfactory
2022-08-01 00:00:00, Ghaziabad,40.85,21.45,51.49,4.69,12.19,0.0,9.76,51.0,Satisfactory
2022-09-01 00:00:00, Ghaziabad,32.21,21.14,59.43,2.7,16.08,0.07,22.99,59.0,Satisfactory
2022-10-01 00:00:00, Ghaziabad,26.63,70.51,138.61,9.26,31.68,0.1,15.0,135.0,Moderate
2022-11-01 00:00:00, Ghaziabad,7.56,76.83,145.74,7.1,16.0,0.49,32.76,156.0,Moderate
2022-12-01 00:00:00, Ghaziabad,0.89,104.82,196.33,7.78,16.8,0.52,17.34,249.0,Poor
2022-01-13 00:00:00, Ghaziabad,38.63,194.38,330.55,7.66,51.81,1.01,121.62,357.0,Very Poor
2022-01-14 00:00:00, Ghaziabad,33.75,130.6,232.67,15.18,28.37,0.41,67.88,308.0,Very Poor
2022-01-15 00:00:00, Ghaziabad,28.97,111.18,192.31,5.15,22.51,1.08,0.6,271.0,Poor
2022-01-16 00:00:00, Ghaziabad,34.66,131.33,237.62,8.76,28.38,0.17,4.42,309.0,Very Poor
2022-01-17 00:00:00, Ghaziabad,37.45,159.09,285.31,13.13,27.48,0.36,37.48,330.0,Very Poor
2022-01-18 00:00:00, Ghaziabad,36.68,161.83,288.94,3.83,34.35,1.2916074313408725,32.85631493506493,332.0,Very Poor
2022-01-19 00:00:00, Ghaziabad,45.0,200.77,359.24,11.43,34.48,0.39,7.42,362.0,Very Poor
2022-01-20 00:00:00, Ghaziabad,44.91,186.25,312.14,10.58,31.93,0.37,3.8,351.0,Very Poor
2022-01-21 00:00:00, Ghaziabad,44.78,178.72,306.78,17.21,52.06,0.0,18.0,345.0,Very Poor
2022-01-22 00:00:00, Ghaziabad,32.02,104.47,145.19,10.52,12.38,1.03,8.1,248.0,Poor
2022-01-23 00:00:00, Ghaziabad,39.07,100.09,142.11,21.5,26.56,1.03,13.56,234.0,Poor
2022-01-24 00:00:00, Ghaziabad,33.14,125.17,201.72,36.82,61.19,1.03,42.87,304.0,Very Poor
2022-01-25 00:00:00, Ghaziabad,28.22,108.27,216.6,19.98,49.28,1.03,27.29,261.0,Poor
2022-01-26 00:00:00, Ghaziabad,29.17,114.9,209.89,28.23,42.14,1.03,5.59,283.0,Poor
2022-01-27 00:00:00, Ghaziabad,31.45,103.17,199.96,30.13,52.04,1.03,12.67,244.0,Poor
2022-01-28 00:00:00, Ghaziabad,27.0,77.51,195.05,18.56,45.81,1.03,13.09,163.0,Moderate
2022-01-29 00:00:00, Ghaziabad,27.17,96.5,222.54,23.41,68.31,0.0,32.85631493506493,222.0,Poor
2022-01-30 00:00:00, Ghaziabad,35.12,103.75,218.64,17.63,32.57,0.0,1.13,246.0,Poor
2022-01-31 00:00:00, Ghaziabad,42.75,188.19,329.88,25.79,65.5,0.0,32.85631493506493,352.0,Very Poor
2022-01-02 00:00:00, Ghaziabad,44.89,186.17,312.0,28.97,51.77,0.0,4.64,351.0,Very Poor
2022-02-02 00:00:00, Ghaziabad,43.89,143.0,246.41,19.41,28.93,0.0,4.4,318.0,Very Poor
2022-03-02 00:00:00, Ghaziabad,37.88,104.61,157.56,14.64,19.67,0.0,8.68,249.0,Poor
2022-04-02 00:00:00, Ghaziabad,31.77,51.05,95.68,12.56,26.04,0.0,10.64,96.0,Satisfactory
2022-05-02 00:00:00, Ghaziabad,32.75,111.11,210.62,25.34,46.99,0.0,9.08,270.0,Poor
2022-06-02 00:00:00, Ghaziabad,40.56,166.92,311.34,23.46,115.54,0.0,7.47,336.0,Very Poor
2022-07-02 00:00:00, Ghaziabad,44.0,109.71,249.56,15.11,46.67,0.0,9.74,266.0,Poor
2022-08-02 00:00:00, Ghaziabad,50.13,108.6,239.71,28.27,41.28,0.0,9.69,262.0,Poor
2022-09-02 00:00:00, Ghaziabad,50.3,71.85,145.06,19.29,26.28,0.0,7.3,140.0,Moderate
2022-10-02 00:00:00, Ghaziabad,38.94,56.19,151.68,30.73,29.01,0.0,8.43,134.0,Moderate
2022-11-02 00:00:00, Ghaziabad,31.18,56.79,170.62,20.17,26.02,0.0,8.18,147.0,Moderate
2022-12-02 00:00:00, Ghaziabad,31.76,68.19,193.34,22.7,41.13,0.0,10.7,162.0,Moderate
2022-02-13 00:00:00, Ghaziabad,45.38,115.93,279.46,27.18,103.33,0.0,7.19,286.0,Poor
2022-02-14 00:00:00, Ghaziabad,51.84,114.51,297.99,19.32,78.21,0.0,9.73,282.0,Poor
2022-02-15 00:00:00, Ghaziabad,44.25,109.16,299.26,37.31,54.45,0.0,8.68,264.0,Poor
2022-02-16 00:00:00, Ghaziabad,49.1,178.45,353.11,58.24,68.2,0.0,4.88,345.0,Very Poor
2022-02-17 00:00:00, Ghaziabad,46.96,138.93,288.09,33.52,38.4,0.0,9.69,315.0,Very Poor
2022-02-18 00:00:00, Ghaziabad,58.16,140.07,285.6,43.06,56.32,0.0,5.78,315.0,Very Poor
2022-02-19 00:00:00, Ghaziabad,50.77,88.53,226.91,27.04,39.78,0.0,41.87,195.0,Moderate
2022-02-20 00:00:00, Ghaziabad,37.99,90.31,182.5,12.47,29.51,0.69,28.42,201.0,Poor
2022-02-21 00:00:00, Ghaziabad,31.4,87.4,270.45,26.82,68.05,0.69,19.02,220.0,Poor
2022-02-22 00:00:00, Ghaziabad,34.09,101.65,298.88,24.73,29.76,0.69,8.12,249.0,Poor
2022-02-23 00:00:00, Ghaziabad,36.55,110.1,219.38,14.89,19.61,0.69,22.39,267.0,Poor
2022-02-24 00:00:00, Ghaziabad,44.54,158.29,311.77,31.24,39.27,0.69,7.77,329.0,Very Poor
2022-02-25 00:00:00, Ghaziabad,43.77,149.77,290.68,18.04,32.85,0.69,20.48,323.0,Very Poor
2022-02-26 00:00:00, Ghaziabad,30.7,21.27,72.06,15.49,23.07,0.69,39.49,72.0,Satisfactory
2022-02-27 00:00:00, Ghaziabad,28.52,39.42,92.31,19.57,14.82,0.69,47.93,92.0,Satisfactory
2022-02-28 00:00:00, Ghaziabad,25.58,45.05,126.8,23.22,24.07,0.69,54.51,118.0,Moderate
2022-01-03 00:00:00, Ghaziabad,29.0,102.23,216.0,35.39,30.41,0.69,101.83,241.0,Poor
2022-02-03 00:00:00, Ghaziabad,35.14,132.42,278.21,43.88,41.27,0.69,114.59,310.0,Very Poor
2022-03-03 00:00:00, Ghaziabad,32.65,70.5,174.95,35.43,27.08,0.69,44.18,150.0,Moderate
2022-04-03 00:00:00, Ghaziabad,36.13,71.59,182.38,52.56,31.65,0.69,34.17,155.0,Moderate
2022-05-03 00:00:00, Ghaziabad,32.5,52.65,143.53,26.27,21.48,0.69,31.95,129.0,Moderate
2022-06-03 00:00:00, Ghaziabad,30.5,88.31,227.11,20.25,42.52,0.69,10.98,194.0,Moderate
2022-07-03 00:00:00, Ghaziabad,34.55,143.08,344.68,29.13,73.04,0.69,60.55,318.0,Very Poor
2022-08-03 00:00:00, Ghaziabad,38.5,144.76,308.65,79.97,39.9,0.69,86.8,319.0,Very Poor
2022-09-03 00:00:00, Ghaziabad,34.43,69.0,215.72,47.6,42.39,0.69,35.55,177.0,Moderate
2022-10-03 00:00:00, Ghaziabad,32.73,55.06,186.07,44.03,28.07,0.69,28.79,157.0,Moderate
2022-11-03 00:00:00, Ghaziabad,34.59,66.04,195.21,44.71,28.7,0.69,32.85631493506493,163.0,Moderate
2022-12-03 00:00:00, Ghaziabad,30.44,72.28,218.97,27.71,35.6,0.69,24.39,179.0,Moderate
2022-03-13 00:00:00, Ghaziabad,34.53,90.95,255.34,38.76,32.94,0.69,13.57,205.0,Poor
2022-03-14 00:00:00, Ghaziabad,42.47,134.6,318.21,53.78,49.56,0.69,51.38,311.0,Very Poor
2022-03-15 00:00:00, Ghaziabad,54.63,116.04,289.82,35.07,53.8,0.69,70.32,287.0,Poor
2022-03-16 00:00:00, Ghaziabad,54.54,81.98,271.56,15.13,25.97,0.69,15.96,222.0,Poor
2022-03-17 00:00:00, Ghaziabad,50.08,128.97,302.78,18.63,31.53,0.69,29.65,307.0,Very Poor
2022-03-18 00:00:00, Ghaziabad,56.86,134.64,267.31,18.14,16.92,0.69,6.5,311.0,Very Poor
2022-03-19 00:00:00, Ghaziabad,44.08,115.32,251.51,19.78,23.92,0.69,18.2,284.0,Poor
2022-03-20 00:00:00, Ghaziabad,47.6,122.52,315.47,28.02,39.88,0.69,22.31,302.0,Very Poor
2022-03-21 00:00:00, Ghaziabad,55.53,151.78,356.33,56.72,49.52,0.69,108.2,324.0,Very Poor
2022-03-22 00:00:00, Ghaziabad,34.45,65.69,242.41,29.07,22.74,0.69,32.17,195.0,Moderate
2022-03-23 00:00:00, Ghaziabad,33.97,98.97,323.67,35.36,59.01,0.69,31.55,274.0,Poor
2022-03-24 00:00:00, Ghaziabad,36.37,125.3,388.94,50.64,75.41,0.69,10.6,349.0,Very Poor
2022-03-25 00:00:00, Ghaziabad,33.53,93.14,289.59,48.26,33.55,0.11,51.13,240.0,Poor
2022-03-26 00:00:00, Ghaziabad,30.64,71.2,279.6,27.15,26.89,0.0,8.94,230.0,Poor
2022-03-27 00:00:00, Ghaziabad,26.01,80.6,297.11,31.78,53.88,0.9,5.0,247.0,Poor
2022-03-28 00:00:00, Ghaziabad,34.68,119.77,386.6,44.65,138.02,4.7,4.33,346.0,Very Poor
2022-03-29 00:00:00, Ghaziabad,40.91,100.17,334.21,50.28,87.77,2.38,36.91,284.0,Poor
2022-03-30 00:00:00, Ghaziabad,42.95,78.47,289.28,53.08,115.88,3.14,28.21,239.0,Poor
2022-03-31 00:00:00, Ghaziabad,55.05,93.79,293.02,45.33,56.81,2.57,13.22,243.0,Poor
2022-01-04 00:00:00, Ghaziabad,31.16,47.05,203.25,52.95,35.96,0.84,79.74,169.0,Moderate
2022-02-04 00:00:00, Ghaziabad,35.53,63.01,219.96,41.1,51.96,2.03,2.17,180.0,Moderate
2022-03-04 00:00:00, Ghaziabad,35.79754271765663,58.5,261.0,38.17,84.51,0.83,26.55,211.0,Poor
2022-04-04 00:00:00, Ghaziabad,40.88,51.39,236.38,34.33,52.01,1.51,6.82,191.0,Moderate
2022-05-04 00:00:00, Ghaziabad,30.93,60.86,210.19,47.03,52.6,1.57,60.58,173.0,Moderate
2022-06-04 00:00:00, Ghaziabad,36.21,79.79,244.06,52.29,72.03,2.59,47.8,196.0,Moderate
2022-07-04 00:00:00, Ghaziabad,51.79,72.82,248.2,31.81,90.81,2.44,43.36,199.0,Moderate
2022-08-04 00:00:00, Ghaziabad,62.0,77.31,261.4,36.51,93.62,1.55,23.72,211.0,Poor
2022-09-04 00:00:00, Ghaziabad,74.81,66.93,257.43,34.62,105.57,2.99,35.92,207.0,Poor
2022-10-04 00:00:00, Ghaziabad,35.79754271765663,71.81,265.15,36.47,86.48,2.53,36.75,215.0,Poor
2022-11-04 00:00:00, Ghaziabad,74.25,80.11,262.07,48.88,89.83,1.81,26.41,212.0,Poor
2022-12-04 00:00:00, Ghaziabad,24.68,74.85,305.73,36.4,51.5,2.2,51.46,256.0,Poor
